interaction_id,student_id,hostel_id,interaction_type,weight,rating,session_id,timestamp
INT-02201,STU-112,HST-001,view,1,,SESS-STU-112-02,2025-12-02 00:42:00
INT-02202,STU-112,HST-021,save,3,,SESS-STU-112-02,2025-12-02 01:12:00
INT-02203,STU-112,HST-008,save,3,,SESS-STU-112-02,2025-12-02 01:22:00
INT-02204,STU-112,HST-016,save,3,,SESS-STU-112-02,2025-12-02 01:07:00
INT-02205,STU-113,HST-038,view,1,,SESS-STU-113-01,2026-02-26 00:00:00
INT-02206,STU-113,HST-036,view,1,,SESS-STU-113-01,2026-02-26 00:04:00
INT-02207,STU-113,HST-037,view,1,,SESS-STU-113-01,2026-02-26 00:06:00
INT-02208,STU-113,HST-035,view,1,,SESS-STU-113-01,2026-02-26 00:27:00
INT-02209,STU-113,HST-028,view,1,,SESS-STU-113-01,2026-02-26 00:20:00
INT-02210,STU-113,HST-031,view,1,,SESS-STU-113-01,2026-02-26 00:35:00
INT-02211,STU-113,HST-017,view,1,,SESS-STU-113-01,2026-02-26 00:30:00
INT-02212,STU-113,HST-026,view,1,,SESS-STU-113-01,2026-02-26 00:14:00
INT-02213,STU-113,HST-024,view,1,,SESS-STU-113-01,2026-02-26 00:32:00
INT-02214,STU-113,HST-005,view,1,,SESS-STU-113-01,2026-02-26 00:36:00
INT-02215,STU-113,HST-016,view,1,,SESS-STU-113-01,2026-02-26 01:20:00
INT-02216,STU-113,HST-037,save,3,,SESS-STU-113-01,2026-02-26 01:16:00
INT-02217,STU-113,HST-037,booking,5,4.9,SESS-STU-113-BOOK,2026-02-11 00:00:00
INT-02218,STU-114,HST-071,view,1,,SESS-STU-114-01,2025-10-28 00:00:00
INT-02219,STU-114,HST-060,view,1,,SESS-STU-114-01,2025-10-28 00:07:00
INT-02220,STU-114,HST-062,view,1,,SESS-STU-114-01,2025-10-28 00:18:00
INT-02221,STU-114,HST-045,view,1,,SESS-STU-114-01,2025-10-28 00:15:00
INT-02222,STU-114,HST-070,view,1,,SESS-STU-114-01,2025-10-28 00:36:00
INT-02223,STU-114,HST-051,view,1,,SESS-STU-114-01,2025-10-28 00:20:00
INT-02224,STU-114,HST-056,view,1,,SESS-STU-114-01,2025-10-28 00:42:00
INT-02225,STU-114,HST-043,view,1,,SESS-STU-114-01,2025-10-28 00:14:00
INT-02226,STU-114,HST-061,view,1,,SESS-STU-114-01,2025-10-28 00:56:00
INT-02227,STU-114,HST-071,save,3,,SESS-STU-114-01,2025-10-28 01:14:00
INT-02228,STU-114,HST-060,view,1,,SESS-STU-114-02,2026-01-10 00:00:00
INT-02229,STU-114,HST-050,view,1,,SESS-STU-114-02,2026-01-10 00:02:00
INT-02230,STU-114,HST-044,view,1,,SESS-STU-114-02,2026-01-10 00:14:00
INT-02231,STU-114,HST-074,view,1,,SESS-STU-114-02,2026-01-10 00:24:00
INT-02232,STU-114,HST-065,view,1,,SESS-STU-114-02,2026-01-10 00:08:00
INT-02233,STU-114,HST-058,view,1,,SESS-STU-114-02,2026-01-10 00:20:00
INT-02234,STU-114,HST-058,save,3,,SESS-STU-114-02,2026-01-10 01:06:00
INT-02235,STU-114,HST-058,booking_attempt,4,,SESS-STU-114-BOOK,2026-02-22 00:00:00
INT-02236,STU-115,HST-054,view,1,,SESS-STU-115-01,2025-11-02 00:00:00
INT-02237,STU-115,HST-060,view,1,,SESS-STU-115-01,2025-11-02 00:05:00
INT-02238,STU-115,HST-044,view,1,,SESS-STU-115-01,2025-11-02 00:06:00
INT-02239,STU-115,HST-054,save,3,,SESS-STU-115-01,2025-11-02 01:25:00
INT-02240,STU-115,HST-044,save,3,,SESS-STU-115-01,2025-11-02 01:06:00
INT-02241,STU-115,HST-060,save,3,,SESS-STU-115-01,2025-11-02 01:27:00
INT-02242,STU-115,HST-075,view,1,,SESS-STU-115-02,2025-11-13 00:00:00
INT-02243,STU-115,HST-055,view,1,,SESS-STU-115-02,2025-11-13 00:09:00
INT-02244,STU-115,HST-073,view,1,,SESS-STU-115-02,2025-11-13 00:18:00
INT-02245,STU-115,HST-060,view,1,,SESS-STU-115-02,2025-11-13 00:09:00
INT-02246,STU-115,HST-042,view,1,,SESS-STU-115-02,2025-11-13 00:16:00
INT-02247,STU-115,HST-058,view,1,,SESS-STU-115-02,2025-11-13 00:35:00
INT-02248,STU-115,HST-045,view,1,,SESS-STU-115-02,2025-11-13 00:18:00
INT-02249,STU-115,HST-075,save,3,,SESS-STU-115-02,2025-11-13 01:22:00
INT-02250,STU-115,HST-055,save,3,,SESS-STU-115-02,2025-11-13 01:22:00
INT-02251,STU-115,HST-045,save,3,,SESS-STU-115-02,2025-11-13 01:01:00
INT-02252,STU-115,HST-060,booking,5,4.9,SESS-STU-115-BOOK,2026-02-15 00:00:00
INT-02253,STU-116,HST-054,view,1,,SESS-STU-116-01,2025-12-25 00:00:00
INT-02254,STU-116,HST-046,view,1,,SESS-STU-116-01,2025-12-25 00:03:00
INT-02255,STU-116,HST-064,view,1,,SESS-STU-116-01,2025-12-25 00:16:00
INT-02256,STU-116,HST-071,view,1,,SESS-STU-116-01,2025-12-25 00:15:00
INT-02257,STU-116,HST-063,view,1,,SESS-STU-116-01,2025-12-25 00:24:00
INT-02258,STU-116,HST-058,view,1,,SESS-STU-116-01,2025-12-25 00:15:00
INT-02259,STU-116,HST-051,view,1,,SESS-STU-116-01,2025-12-25 00:54:00
INT-02260,STU-116,HST-072,view,1,,SESS-STU-116-01,2025-12-25 00:35:00
INT-02261,STU-116,HST-039,view,1,,SESS-STU-116-01,2025-12-25 01:04:00
INT-02262,STU-116,HST-068,view,1,,SESS-STU-116-01,2025-12-25 01:12:00
INT-02263,STU-116,HST-071,save,3,,SESS-STU-116-01,2025-12-25 01:14:00
INT-02264,STU-116,HST-046,view,1,,SESS-STU-116-02,2025-12-12 00:00:00
INT-02265,STU-116,HST-059,view,1,,SESS-STU-116-02,2025-12-12 00:06:00
INT-02266,STU-116,HST-055,view,1,,SESS-STU-116-02,2025-12-12 00:06:00
INT-02267,STU-116,HST-060,view,1,,SESS-STU-116-02,2025-12-12 00:24:00
INT-02268,STU-116,HST-068,view,1,,SESS-STU-116-02,2025-12-12 00:08:00
INT-02269,STU-116,HST-060,save,3,,SESS-STU-116-02,2025-12-12 01:20:00
INT-02270,STU-116,HST-070,view,1,,SESS-STU-116-03,2026-02-03 00:00:00
INT-02271,STU-116,HST-046,view,1,,SESS-STU-116-03,2026-02-03 00:09:00
INT-02272,STU-116,HST-043,view,1,,SESS-STU-116-03,2026-02-03 00:16:00
INT-02273,STU-116,HST-054,view,1,,SESS-STU-116-03,2026-02-03 00:15:00
INT-02274,STU-116,HST-060,view,1,,SESS-STU-116-03,2026-02-03 00:16:00
INT-02275,STU-116,HST-069,view,1,,SESS-STU-116-03,2026-02-03 00:35:00
INT-02276,STU-116,HST-055,view,1,,SESS-STU-116-03,2026-02-03 00:42:00
INT-02277,STU-116,HST-064,view,1,,SESS-STU-116-03,2026-02-03 00:14:00
INT-02278,STU-116,HST-065,view,1,,SESS-STU-116-03,2026-02-03 00:48:00
INT-02279,STU-116,HST-072,view,1,,SESS-STU-116-03,2026-02-03 00:27:00
INT-02280,STU-116,HST-055,save,3,,SESS-STU-116-03,2026-02-03 01:14:00
INT-02281,STU-116,HST-043,save,3,,SESS-STU-116-03,2026-02-03 01:09:00
INT-02282,STU-117,HST-004,view,1,,SESS-STU-117-01,2026-01-31 00:00:00
INT-02283,STU-117,HST-031,view,1,,SESS-STU-117-01,2026-01-31 00:02:00
INT-02284,STU-117,HST-028,view,1,,SESS-STU-117-01,2026-01-31 00:12:00
INT-02285,STU-117,HST-004,save,3,,SESS-STU-117-01,2026-01-31 01:06:00
INT-02286,STU-117,HST-031,view,1,,SESS-STU-117-02,2026-01-04 00:00:00
INT-02287,STU-117,HST-022,view,1,,SESS-STU-117-02,2026-01-04 00:09:00
INT-02288,STU-117,HST-011,view,1,,SESS-STU-117-02,2026-01-04 00:14:00
INT-02289,STU-117,HST-023,view,1,,SESS-STU-117-02,2026-01-04 00:15:00
INT-02290,STU-117,HST-007,view,1,,SESS-STU-117-02,2026-01-04 00:24:00
INT-02291,STU-117,HST-037,view,1,,SESS-STU-117-02,2026-01-04 00:45:00
INT-02292,STU-117,HST-019,view,1,,SESS-STU-117-02,2026-01-04 00:12:00
INT-02293,STU-117,HST-027,view,1,,SESS-STU-117-02,2026-01-04 00:35:00
INT-02294,STU-117,HST-028,view,1,,SESS-STU-117-02,2026-01-04 00:56:00
INT-02295,STU-117,HST-032,view,1,,SESS-STU-117-02,2026-01-04 00:18:00
INT-02296,STU-117,HST-037,save,3,,SESS-STU-117-02,2026-01-04 01:24:00
INT-02297,STU-118,HST-007,view,1,,SESS-STU-118-01,2026-02-26 00:00:00
INT-02298,STU-118,HST-036,view,1,,SESS-STU-118-01,2026-02-26 00:05:00
INT-02299,STU-118,HST-005,view,1,,SESS-STU-118-01,2026-02-26 00:10:00
INT-02300,STU-118,HST-022,view,1,,SESS-STU-118-01,2026-02-26 00:24:00
INT-02301,STU-118,HST-022,save,3,,SESS-STU-118-01,2026-02-26 01:06:00
INT-02302,STU-118,HST-005,save,3,,SESS-STU-118-01,2026-02-26 01:24:00
INT-02303,STU-118,HST-036,save,3,,SESS-STU-118-01,2026-02-26 01:15:00
INT-02304,STU-119,HST-009,view,1,,SESS-STU-119-01,2026-01-28 00:00:00
INT-02305,STU-119,HST-012,view,1,,SESS-STU-119-01,2026-01-28 00:02:00
INT-02306,STU-119,HST-010,view,1,,SESS-STU-119-01,2026-01-28 00:18:00
INT-02307,STU-119,HST-030,view,1,,SESS-STU-119-01,2026-01-28 00:09:00
INT-02308,STU-119,HST-015,view,1,,SESS-STU-119-01,2026-01-28 00:32:00
INT-02309,STU-119,HST-004,view,1,,SESS-STU-119-01,2026-01-28 00:15:00
INT-02310,STU-119,HST-005,view,1,,SESS-STU-119-01,2026-01-28 00:42:00
INT-02311,STU-119,HST-019,view,1,,SESS-STU-119-01,2026-01-28 01:03:00
INT-02312,STU-119,HST-001,view,1,,SESS-STU-119-01,2026-01-28 00:32:00
INT-02313,STU-119,HST-031,view,1,,SESS-STU-119-01,2026-01-28 00:36:00
INT-02314,STU-119,HST-026,view,1,,SESS-STU-119-01,2026-01-28 01:00:00
INT-02315,STU-119,HST-019,save,3,,SESS-STU-119-01,2026-01-28 01:18:00
INT-02316,STU-119,HST-012,save,3,,SESS-STU-119-01,2026-01-28 01:18:00
INT-02317,STU-119,HST-001,save,3,,SESS-STU-119-01,2026-01-28 01:28:00
INT-02318,STU-119,HST-030,view,1,,SESS-STU-119-02,2026-01-25 00:00:00
INT-02319,STU-119,HST-001,view,1,,SESS-STU-119-02,2026-01-25 00:05:00
INT-02320,STU-119,HST-015,view,1,,SESS-STU-119-02,2026-01-25 00:10:00
INT-02321,STU-119,HST-028,view,1,,SESS-STU-119-02,2026-01-25 00:12:00
INT-02322,STU-119,HST-028,save,3,,SESS-STU-119-02,2026-01-25 01:04:00
INT-02323,STU-119,HST-001,save,3,,SESS-STU-119-02,2026-01-25 01:20:00
INT-02324,STU-119,HST-001,booking,5,3.4,SESS-STU-119-BOOK,2026-02-26 00:00:00
INT-02325,STU-120,HST-035,view,1,,SESS-STU-120-01,2025-09-07 00:00:00
INT-02326,STU-120,HST-016,view,1,,SESS-STU-120-01,2025-09-07 00:05:00
INT-02327,STU-120,HST-036,view,1,,SESS-STU-120-01,2025-09-07 00:08:00
INT-02328,STU-120,HST-028,view,1,,SESS-STU-120-01,2025-09-07 00:09:00
INT-02329,STU-120,HST-027,view,1,,SESS-STU-120-01,2025-09-07 00:12:00
INT-02330,STU-120,HST-021,view,1,,SESS-STU-120-01,2025-09-07 00:15:00
INT-02331,STU-120,HST-011,view,1,,SESS-STU-120-01,2025-09-07 00:12:00
INT-02332,STU-120,HST-019,view,1,,SESS-STU-120-01,2025-09-07 00:49:00
INT-02333,STU-120,HST-001,view,1,,SESS-STU-120-01,2025-09-07 00:48:00
INT-02334,STU-120,HST-027,save,3,,SESS-STU-120-01,2025-09-07 01:06:00
INT-02335,STU-120,HST-035,save,3,,SESS-STU-120-01,2025-09-07 01:04:00
INT-02336,STU-121,HST-025,view,1,,SESS-STU-121-01,2026-02-13 00:00:00
INT-02337,STU-121,HST-012,view,1,,SESS-STU-121-01,2026-02-13 00:03:00
INT-02338,STU-121,HST-005,view,1,,SESS-STU-121-01,2026-02-13 00:04:00
INT-02339,STU-121,HST-023,view,1,,SESS-STU-121-01,2026-02-13 00:06:00
INT-02340,STU-121,HST-014,view,1,,SESS-STU-121-01,2026-02-13 00:28:00
INT-02341,STU-121,HST-015,view,1,,SESS-STU-121-01,2026-02-13 00:45:00
INT-02342,STU-121,HST-006,view,1,,SESS-STU-121-01,2026-02-13 00:12:00
INT-02343,STU-121,HST-009,view,1,,SESS-STU-121-01,2026-02-13 00:35:00
INT-02344,STU-121,HST-020,view,1,,SESS-STU-121-01,2026-02-13 00:56:00
INT-02345,STU-121,HST-012,save,3,,SESS-STU-121-01,2026-02-13 01:07:00
INT-02346,STU-121,HST-025,save,3,,SESS-STU-121-01,2026-02-13 01:07:00
INT-02347,STU-121,HST-014,save,3,,SESS-STU-121-01,2026-02-13 01:29:00
INT-02348,STU-121,HST-009,view,1,,SESS-STU-121-02,2025-11-11 00:00:00
INT-02349,STU-121,HST-002,view,1,,SESS-STU-121-02,2025-11-11 00:02:00
INT-02350,STU-121,HST-034,view,1,,SESS-STU-121-02,2025-11-11 00:14:00
INT-02351,STU-121,HST-007,view,1,,SESS-STU-121-02,2025-11-11 00:24:00
INT-02352,STU-121,HST-007,save,3,,SESS-STU-121-02,2025-11-11 01:21:00
INT-02353,STU-121,HST-036,view,1,,SESS-STU-121-03,2025-11-06 00:00:00
INT-02354,STU-121,HST-031,view,1,,SESS-STU-121-03,2025-11-06 00:05:00
INT-02355,STU-121,HST-020,view,1,,SESS-STU-121-03,2025-11-06 00:10:00
INT-02356,STU-121,HST-004,view,1,,SESS-STU-121-03,2025-11-06 00:06:00
INT-02357,STU-121,HST-002,view,1,,SESS-STU-121-03,2025-11-06 00:16:00
INT-02358,STU-121,HST-028,view,1,,SESS-STU-121-03,2025-11-06 00:10:00
INT-02359,STU-121,HST-007,view,1,,SESS-STU-121-03,2025-11-06 00:42:00
INT-02360,STU-121,HST-020,save,3,,SESS-STU-121-03,2025-11-06 01:15:00
INT-02361,STU-121,HST-002,save,3,,SESS-STU-121-03,2025-11-06 01:02:00
INT-02362,STU-121,HST-036,save,3,,SESS-STU-121-03,2025-11-06 01:16:00
INT-02363,STU-122,HST-029,view,1,,SESS-STU-122-01,2026-01-06 00:00:00
INT-02364,STU-122,HST-012,view,1,,SESS-STU-122-01,2026-01-06 00:02:00
INT-02365,STU-122,HST-023,view,1,,SESS-STU-122-01,2026-01-06 00:08:00
INT-02366,STU-122,HST-029,save,3,,SESS-STU-122-01,2026-01-06 01:16:00
INT-02367,STU-122,HST-012,save,3,,SESS-STU-122-01,2026-01-06 01:18:00
INT-02368,STU-122,HST-012,booking_attempt,4,,SESS-STU-122-BOOK,2026-01-31 00:00:00
INT-02369,STU-122,HST-012,booking,5,2.9,SESS-STU-122-BOOK,2026-02-23 00:00:00
INT-02370,STU-123,HST-039,view,1,,SESS-STU-123-01,2026-02-24 00:00:00
INT-02371,STU-123,HST-075,view,1,,SESS-STU-123-01,2026-02-24 00:03:00
INT-02372,STU-123,HST-072,view,1,,SESS-STU-123-01,2026-02-24 00:10:00
INT-02373,STU-123,HST-055,view,1,,SESS-STU-123-01,2026-02-24 00:12:00
INT-02374,STU-123,HST-039,save,3,,SESS-STU-123-01,2026-02-24 01:13:00
INT-02375,STU-123,HST-069,view,1,,SESS-STU-123-02,2026-01-08 00:00:00
INT-02376,STU-123,HST-068,view,1,,SESS-STU-123-02,2026-01-08 00:08:00
INT-02377,STU-123,HST-041,view,1,,SESS-STU-123-02,2026-01-08 00:18:00
INT-02378,STU-123,HST-066,view,1,,SESS-STU-123-02,2026-01-08 00:09:00
INT-02379,STU-123,HST-054,view,1,,SESS-STU-123-02,2026-01-08 00:08:00
INT-02380,STU-123,HST-071,view,1,,SESS-STU-123-02,2026-01-08 00:30:00
INT-02381,STU-123,HST-075,view,1,,SESS-STU-123-02,2026-01-08 00:12:00
INT-02382,STU-123,HST-056,view,1,,SESS-STU-123-02,2026-01-08 01:03:00
INT-02383,STU-123,HST-039,view,1,,SESS-STU-123-02,2026-01-08 00:48:00
INT-02384,STU-123,HST-062,view,1,,SESS-STU-123-02,2026-01-08 00:54:00
INT-02385,STU-123,HST-065,view,1,,SESS-STU-123-02,2026-01-08 01:10:00
INT-02386,STU-123,HST-068,save,3,,SESS-STU-123-02,2026-01-08 01:20:00
INT-02387,STU-123,HST-075,save,3,,SESS-STU-123-02,2026-01-08 01:05:00
INT-02388,STU-123,HST-075,booking_attempt,4,,SESS-STU-123-BOOK,2026-02-13 00:00:00
INT-02389,STU-123,HST-068,booking,5,4.7,SESS-STU-123-BOOK,2026-02-17 00:00:00
INT-02390,STU-124,HST-035,view,1,,SESS-STU-124-01,2025-10-05 00:00:00
INT-02391,STU-124,HST-012,view,1,,SESS-STU-124-01,2025-10-05 00:08:00
INT-02392,STU-124,HST-005,view,1,,SESS-STU-124-01,2025-10-05 00:04:00
INT-02393,STU-124,HST-032,view,1,,SESS-STU-124-01,2025-10-05 00:09:00
INT-02394,STU-124,HST-011,view,1,,SESS-STU-124-01,2025-10-05 00:32:00
INT-02395,STU-124,HST-014,view,1,,SESS-STU-124-01,2025-10-05 00:20:00
INT-02396,STU-124,HST-007,view,1,,SESS-STU-124-01,2025-10-05 00:24:00
INT-02397,STU-124,HST-019,view,1,,SESS-STU-124-01,2025-10-05 00:49:00
INT-02398,STU-124,HST-018,view,1,,SESS-STU-124-01,2025-10-05 00:48:00
INT-02399,STU-124,HST-027,view,1,,SESS-STU-124-01,2025-10-05 01:21:00
INT-02400,STU-124,HST-035,save,3,,SESS-STU-124-01,2025-10-05 01:11:00
INT-02401,STU-124,HST-009,view,1,,SESS-STU-124-02,2025-09-08 00:00:00
INT-02402,STU-124,HST-008,view,1,,SESS-STU-124-02,2025-09-08 00:02:00
INT-02403,STU-124,HST-025,view,1,,SESS-STU-124-02,2025-09-08 00:04:00
INT-02404,STU-124,HST-006,view,1,,SESS-STU-124-02,2025-09-08 00:21:00
INT-02405,STU-124,HST-004,view,1,,SESS-STU-124-02,2025-09-08 00:36:00
INT-02406,STU-124,HST-038,view,1,,SESS-STU-124-02,2025-09-08 00:25:00
INT-02407,STU-124,HST-037,view,1,,SESS-STU-124-02,2025-09-08 00:12:00
INT-02408,STU-124,HST-035,view,1,,SESS-STU-124-02,2025-09-08 01:03:00
INT-02409,STU-124,HST-028,view,1,,SESS-STU-124-02,2025-09-08 01:04:00
INT-02410,STU-124,HST-024,view,1,,SESS-STU-124-02,2025-09-08 01:12:00
INT-02411,STU-124,HST-027,view,1,,SESS-STU-124-02,2025-09-08 00:20:00
INT-02412,STU-124,HST-038,save,3,,SESS-STU-124-02,2025-09-08 01:25:00
INT-02413,STU-124,HST-008,save,3,,SESS-STU-124-02,2025-09-08 01:19:00
INT-02414,STU-124,HST-009,save,3,,SESS-STU-124-02,2025-09-08 01:16:00
INT-02415,STU-124,HST-032,view,1,,SESS-STU-124-03,2026-01-11 00:00:00
INT-02416,STU-124,HST-033,view,1,,SESS-STU-124-03,2026-01-11 00:02:00
INT-02417,STU-124,HST-027,view,1,,SESS-STU-124-03,2026-01-11 00:04:00
INT-02418,STU-124,HST-033,save,3,,SESS-STU-124-03,2026-01-11 01:09:00
INT-02419,STU-124,HST-038,booking,5,2.7,SESS-STU-124-BOOK,2026-02-17 00:00:00
INT-02420,STU-125,HST-037,view,1,,SESS-STU-125-01,2025-11-18 00:00:00
INT-02421,STU-125,HST-022,view,1,,SESS-STU-125-01,2025-11-18 00:07:00
INT-02422,STU-125,HST-012,view,1,,SESS-STU-125-01,2025-11-18 00:06:00
INT-02423,STU-125,HST-007,view,1,,SESS-STU-125-01,2025-11-18 00:24:00
INT-02424,STU-125,HST-003,view,1,,SESS-STU-125-01,2025-11-18 00:16:00
INT-02425,STU-125,HST-016,view,1,,SESS-STU-125-01,2025-11-18 00:10:00
INT-02426,STU-125,HST-005,view,1,,SESS-STU-125-01,2025-11-18 00:54:00
INT-02427,STU-125,HST-031,view,1,,SESS-STU-125-01,2025-11-18 00:14:00
INT-02428,STU-125,HST-036,view,1,,SESS-STU-125-01,2025-11-18 00:48:00
INT-02429,STU-125,HST-029,view,1,,SESS-STU-125-01,2025-11-18 00:27:00
INT-02430,STU-125,HST-003,save,3,,SESS-STU-125-01,2025-11-18 01:10:00
INT-02431,STU-125,HST-022,save,3,,SESS-STU-125-01,2025-11-18 01:12:00
INT-02432,STU-125,HST-029,view,1,,SESS-STU-125-02,2026-02-10 00:00:00
INT-02433,STU-125,HST-038,view,1,,SESS-STU-125-02,2026-02-10 00:06:00
INT-02434,STU-125,HST-001,view,1,,SESS-STU-125-02,2026-02-10 00:12:00
INT-02435,STU-125,HST-025,view,1,,SESS-STU-125-02,2026-02-10 00:24:00
INT-02436,STU-125,HST-017,view,1,,SESS-STU-125-02,2026-02-10 00:36:00
INT-02437,STU-125,HST-035,view,1,,SESS-STU-125-02,2026-02-10 00:15:00
INT-02438,STU-125,HST-003,view,1,,SESS-STU-125-02,2026-02-10 00:24:00
INT-02439,STU-125,HST-005,view,1,,SESS-STU-125-02,2026-02-10 00:35:00
INT-02440,STU-125,HST-016,view,1,,SESS-STU-125-02,2026-02-10 00:24:00
INT-02441,STU-125,HST-014,view,1,,SESS-STU-125-02,2026-02-10 00:27:00
INT-02442,STU-125,HST-011,view,1,,SESS-STU-125-02,2026-02-10 00:30:00
INT-02443,STU-125,HST-025,save,3,,SESS-STU-125-02,2026-02-10 01:11:00
INT-02444,STU-125,HST-003,save,3,,SESS-STU-125-02,2026-02-10 01:00:00
INT-02445,STU-125,HST-025,booking_attempt,4,,SESS-STU-125-BOOK,2026-01-30 00:00:00
INT-02446,STU-125,HST-025,booking,5,3.3,SESS-STU-125-BOOK,2026-02-20 00:00:00
INT-02447,STU-126,HST-072,view,1,,SESS-STU-126-01,2026-01-06 00:00:00
INT-02448,STU-126,HST-064,view,1,,SESS-STU-126-01,2026-01-06 00:05:00
INT-02449,STU-126,HST-062,view,1,,SESS-STU-126-01,2026-01-06 00:18:00
INT-02450,STU-126,HST-045,view,1,,SESS-STU-126-01,2026-01-06 00:27:00
INT-02451,STU-126,HST-059,view,1,,SESS-STU-126-01,2026-01-06 00:20:00
INT-02452,STU-126,HST-040,view,1,,SESS-STU-126-01,2026-01-06 00:30:00
INT-02453,STU-126,HST-054,view,1,,SESS-STU-126-01,2026-01-06 00:42:00
INT-02454,STU-126,HST-061,view,1,,SESS-STU-126-01,2026-01-06 00:28:00
INT-02455,STU-126,HST-045,save,3,,SESS-STU-126-01,2026-01-06 01:10:00
INT-02456,STU-126,HST-072,save,3,,SESS-STU-126-01,2026-01-06 01:12:00
INT-02457,STU-126,HST-061,save,3,,SESS-STU-126-01,2026-01-06 01:04:00
INT-02458,STU-126,HST-072,booking_attempt,4,,SESS-STU-126-BOOK,2026-02-12 00:00:00
INT-02459,STU-127,HST-050,view,1,,SESS-STU-127-01,2026-02-15 00:00:00
INT-02460,STU-127,HST-052,view,1,,SESS-STU-127-01,2026-02-15 00:05:00
INT-02461,STU-127,HST-072,view,1,,SESS-STU-127-01,2026-02-15 00:10:00
INT-02462,STU-127,HST-071,view,1,,SESS-STU-127-01,2026-02-15 00:12:00
INT-02463,STU-127,HST-068,view,1,,SESS-STU-127-01,2026-02-15 00:24:00
INT-02464,STU-127,HST-063,view,1,,SESS-STU-127-01,2026-02-15 00:10:00
INT-02465,STU-127,HST-056,view,1,,SESS-STU-127-01,2026-02-15 00:48:00
INT-02466,STU-127,HST-047,view,1,,SESS-STU-127-01,2026-02-15 00:28:00
INT-02467,STU-127,HST-059,view,1,,SESS-STU-127-01,2026-02-15 01:12:00
INT-02468,STU-127,HST-040,view,1,,SESS-STU-127-01,2026-02-15 00:27:00
INT-02469,STU-127,HST-073,view,1,,SESS-STU-127-01,2026-02-15 00:30:00
INT-02470,STU-127,HST-050,save,3,,SESS-STU-127-01,2026-02-15 01:00:00
INT-02471,STU-127,HST-040,view,1,,SESS-STU-127-02,2025-11-14 00:00:00
INT-02472,STU-127,HST-074,view,1,,SESS-STU-127-02,2025-11-14 00:07:00
INT-02473,STU-127,HST-051,view,1,,SESS-STU-127-02,2025-11-14 00:16:00
INT-02474,STU-127,HST-074,save,3,,SESS-STU-127-02,2025-11-14 01:26:00
INT-02475,STU-127,HST-051,save,3,,SESS-STU-127-02,2025-11-14 01:08:00
INT-02476,STU-127,HST-040,save,3,,SESS-STU-127-02,2025-11-14 01:21:00
INT-02477,STU-127,HST-050,view,1,,SESS-STU-127-03,2025-10-15 00:00:00
INT-02478,STU-127,HST-058,view,1,,SESS-STU-127-03,2025-10-15 00:02:00
INT-02479,STU-127,HST-061,view,1,,SESS-STU-127-03,2025-10-15 00:04:00
INT-02480,STU-127,HST-068,view,1,,SESS-STU-127-03,2025-10-15 00:09:00
INT-02481,STU-127,HST-060,view,1,,SESS-STU-127-03,2025-10-15 00:16:00
INT-02482,STU-127,HST-040,view,1,,SESS-STU-127-03,2025-10-15 00:15:00
INT-02483,STU-127,HST-057,view,1,,SESS-STU-127-03,2025-10-15 00:24:00
INT-02484,STU-127,HST-071,view,1,,SESS-STU-127-03,2025-10-15 00:42:00
INT-02485,STU-127,HST-067,view,1,,SESS-STU-127-03,2025-10-15 00:40:00
INT-02486,STU-127,HST-065,view,1,,SESS-STU-127-03,2025-10-15 01:03:00
INT-02487,STU-127,HST-062,view,1,,SESS-STU-127-03,2025-10-15 00:50:00
INT-02488,STU-127,HST-067,save,3,,SESS-STU-127-03,2025-10-15 01:21:00
INT-02489,STU-127,HST-061,save,3,,SESS-STU-127-03,2025-10-15 01:18:00
INT-02490,STU-127,HST-058,save,3,,SESS-STU-127-03,2025-10-15 01:24:00
INT-02491,STU-127,HST-067,booking_attempt,4,,SESS-STU-127-BOOK,2026-02-14 00:00:00
INT-02492,STU-128,HST-060,view,1,,SESS-STU-128-01,2025-10-18 00:00:00
INT-02493,STU-128,HST-062,view,1,,SESS-STU-128-01,2025-10-18 00:02:00
INT-02494,STU-128,HST-072,view,1,,SESS-STU-128-01,2025-10-18 00:04:00
INT-02495,STU-128,HST-069,view,1,,SESS-STU-128-01,2025-10-18 00:12:00
INT-02496,STU-128,HST-062,save,3,,SESS-STU-128-01,2025-10-18 01:01:00
INT-02497,STU-128,HST-072,save,3,,SESS-STU-128-01,2025-10-18 01:11:00
INT-02498,STU-128,HST-062,view,1,,SESS-STU-128-02,2026-01-11 00:00:00
INT-02499,STU-128,HST-066,view,1,,SESS-STU-128-02,2026-01-11 00:06:00
INT-02500,STU-128,HST-043,view,1,,SESS-STU-128-02,2026-01-11 00:10:00
INT-02501,STU-128,HST-059,view,1,,SESS-STU-128-02,2026-01-11 00:27:00
INT-02502,STU-128,HST-049,view,1,,SESS-STU-128-02,2026-01-11 00:36:00
INT-02503,STU-128,HST-045,view,1,,SESS-STU-128-02,2026-01-11 00:45:00
INT-02504,STU-128,HST-039,view,1,,SESS-STU-128-02,2026-01-11 00:42:00
INT-02505,STU-128,HST-075,view,1,,SESS-STU-128-02,2026-01-11 00:49:00
INT-02506,STU-128,HST-047,view,1,,SESS-STU-128-02,2026-01-11 00:56:00
INT-02507,STU-128,HST-042,view,1,,SESS-STU-128-02,2026-01-11 00:18:00
INT-02508,STU-128,HST-047,save,3,,SESS-STU-128-02,2026-01-11 01:18:00
